volume_liters,total_amount,hour,is_weekend,loyalty_member,customer_transaction_count,days_since_last_transaction,same_day_transactions,volume_deviation,amount_deviation,spbu_visits_count,unique_spbu_visited,is_peak_hour,is_night_transaction,bbm_type_encoded,payment_method_encoded,day_of_week_encoded,customer_type_encoded,spbu_category_encoded,spbu_province_encoded,spbu_city_encoded
53.58,664392.0,16,False,False,1,0.0,1,0.0,0.0,1,1,False,False,2,1,1,2,0,3,15
13.6,189040.0,22,False,True,1,0.0,1,0.0,0.0,1,2,False,True,3,6,6,2,2,2,1
241.38,3355182.7314751227,7,False,True,2,15.0,1,0.8933249666640521,0.8933249886802004,1,2,True,False,3,0,0,2,0,3,15
78.49,1091011.0,23,False,False,1,0.0,1,0.0,0.0,1,1,False,True,3,1,4,0,2,5,13
33.77,418748.00000000006,1,False,True,1,0.0,1,0.0,0.0,1,1,False,True,2,2,1,2,2,4,18
246.01,3419539.0,18,False,True,1,0.0,1,0.0,0.0,1,2,True,False,3,1,1,1,2,4,16
719.4,7194000.0,19,False,True,2,16.0,1,0.4903512497280948,0.3556269968009728,1,2,True,False,1,1,6,1,1,0,0
59.4,736560.0,20,False,True,1,0.0,1,0.0,0.0,1,1,False,False,2,2,0,0,2,9,17
8.24,114536.0,21,True,False,1,0.0,1,0.0,0.0,1,1,False,False,3,6,2,2,1,7,23
259.97,2599700.0000000005,20,False,False,1,0.0,1,0.0,0.0,1,2,False,False,1,2,6,0,1,8,24
59.01,590100.0,17,True,False,2,9.0,1,0.6300081509812528,0.6300081509812528,1,2,True,False,1,4,2,0,0,2,7
44.95,557380.0,2,False,False,1,0.0,1,0.0,0.0,1,1,False,True,2,4,1,2,1,0,0
51.54,639096.0,6,False,False,1,0.0,1,0.0,0.0,1,1,False,False,2,1,0,2,1,5,13
13.04,130399.99999999999,2,True,True,1,0.0,1,0.0,0.0,1,2,False,True,1,2,3,2,1,6,20
45.38,308584.0,10,False,True,2,10.0,1,0.5535775419376926,0.40590089843821187,1,2,False,False,4,6,6,2,1,0,0
9.98,138722.0,1,False,True,1,0.0,1,0.0,0.0,1,2,False,True,3,6,6,2,2,4,14
27.71,343604.0,16,False,True,2,16.0,1,0.4704165561156807,0.4247790913199786,1,2,False,False,2,0,0,2,0,7,23
58.41,584100.0,6,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,1,6,2,0,4,16
36.16,448383.99999999994,8,False,True,1,0.0,1,0.0,0.0,1,2,True,False,2,0,5,2,1,1,8
75.39,753900.0,3,False,True,2,6.0,1,0.3516808606006276,0.25411300491398037,1,2,False,True,1,4,5,2,2,9,17
13.91,94588.0,12,False,False,1,0.0,1,0.0,0.0,1,2,False,False,4,5,4,2,2,1,8
13.84,138400.0,21,False,False,2,5.0,1,0.0025225225225225328,0.18804401943447732,1,2,False,False,1,0,5,2,1,7,23
107.17,1063137.0759631414,4,False,True,1,0.0,1,0.0,0.0,1,1,False,True,2,1,0,2,1,4,4
42.52,527248.0,9,False,True,1,0.0,1,0.0,0.0,1,3,True,False,2,2,5,2,2,4,18
7.36,102304.0,13,True,True,2,5.0,1,0.7048917401764234,0.674994281647902,1,3,False,False,3,2,3,2,1,9,27
19.74,197399.99999999997,20,False,True,3,11.0,1,0.14938236139040514,0.2838762104692898,1,3,False,False,1,1,4,2,0,1,10
30.67,306700.0,13,False,True,1,0.0,1,0.0,0.0,1,2,False,False,1,2,5,2,1,8,24
6.09,60900.0,16,True,True,2,4.0,1,0.6686615886833516,0.6686615886833515,1,2,False,False,1,0,2,2,1,8,24
6.39,63900.0,5,False,False,1,0.0,1,0.0,0.0,1,1,False,True,1,6,5,2,1,0,0
1.21,11476.418717844905,12,False,False,1,0.0,1,0.0,0.0,1,1,False,False,0,4,4,1,1,9,28
60.21,602120.1110326913,2,True,False,1,0.0,1,0.0,0.0,1,1,False,True,1,0,2,2,0,6,20
75.3,753000.0,7,True,False,1,0.0,1,0.0,0.0,1,1,True,False,1,2,2,2,1,0,0
80.18,545224.0,12,True,False,1,0.0,1,0.0,0.0,1,2,False,False,4,2,3,0,1,1,8
74.28,742800.0,23,False,False,2,1.0,1,0.038197591609478214,0.15339465724241164,1,2,False,True,1,1,1,0,2,3,26
86.43,864274.4188664769,3,False,False,1,0.0,1,0.0,0.0,1,3,False,True,1,0,0,2,0,4,4
17.79,177900.0,2,True,False,2,7.0,1,0.6586067933218193,0.6585984135102965,1,3,False,True,1,1,2,2,0,0,0
5.47,67828.0,3,False,False,3,12.0,1,0.8503965721578995,0.8166814805612804,1,3,False,True,2,0,4,2,0,7,23
867.12,5896416.0,10,True,True,1,0.0,1,0.0,0.0,1,5,False,False,4,4,3,1,0,8,24
306.95,2455619.0475738286,10,True,True,2,0.0,2,0.47711805940020613,0.4119710864270959,1,5,False,False,1,1,3,1,0,9,17
648.15,6157425.0,12,True,True,3,6.0,1,0.06707752082624492,0.2731193951692783,1,5,False,False,0,2,2,1,1,5,13
299.09,3708715.9999999995,9,False,True,4,12.0,1,0.43602773757725183,0.1857107999581767,1,5,True,False,2,4,0,1,1,0,0
481.32,5968368.0,2,True,True,5,1.0,1,0.07531996480483216,0.23381992653859365,1,5,False,True,2,2,3,1,2,8,24
68.37,464916.00000000006,3,False,False,1,0.0,1,0.0,0.0,1,1,False,True,4,2,4,2,1,3,29
14.27,142700.0,8,False,False,1,0.0,1,0.0,0.0,1,2,True,False,1,0,1,2,0,3,21
77.29,772900.0000000001,9,True,False,2,20.0,1,0.6882918304936655,0.6882918304936654,1,2,True,False,1,2,3,2,2,3,22
183.98,1839800.0,0,True,True,1,0.0,1,0.0,0.0,1,2,False,True,1,1,2,0,0,9,28
52.58,525800.0,3,False,True,2,2.0,1,0.5554616165032127,0.5554616165032127,1,2,False,True,1,1,1,0,1,6,20
33.56,335600.0,23,True,False,1,0.0,1,0.0,0.0,1,1,False,True,1,1,3,2,1,7,23
7.05,70500.0,22,False,False,1,0.0,1,0.0,0.0,1,4,False,True,1,6,0,2,2,8,24
74.53,745300.0,2,False,False,2,6.0,1,0.8271635204707036,0.8271635204707036,1,4,False,True,1,1,0,2,0,0,0
62.72,627200.0,15,True,False,3,2.0,1,0.3039501039501039,0.30395010395010397,1,4,False,False,1,2,3,2,2,9,19
21.18,201210.0,1,False,False,4,7.0,1,0.4880348078317621,0.5105004835148795,1,4,False,True,0,2,1,2,2,0,0
46.47,464700.0,9,False,False,1,0.0,1,0.0,0.0,1,1,True,False,1,0,6,2,0,5,13
76.62,766200.0,11,False,True,1,0.0,1,0.0,0.0,1,4,False,False,1,2,5,2,1,6,20
42.02,521048.00000000006,1,False,True,2,1.0,1,0.29163857046527314,0.19044659614930448,1,4,False,True,2,2,4,2,0,0,0
42.11,421100.0,1,False,True,3,11.0,1,0.21412130637636084,0.2605136658338934,1,4,False,True,1,2,1,2,1,5,13
32.93,408332.0,7,False,True,4,7.0,1,0.31990912845931435,0.22835383714118337,1,4,True,False,2,0,1,2,2,7,23
31.46,314600.0,15,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,6,5,2,2,9,27
36.15,448260.0,14,False,True,1,0.0,1,0.0,0.0,1,1,False,False,2,1,5,2,1,0,0
65.24,652400.0,16,True,True,1,0.0,1,0.0,0.0,1,1,False,False,1,2,3,2,0,3,15
497.57,3980570.68081333,9,False,True,1,0.0,1,0.0,0.0,1,1,True,False,1,0,6,2,2,1,8
355.53,1934076.947803282,10,True,False,1,0.0,1,0.0,0.0,1,2,False,False,4,0,2,2,1,9,27
80.68,548595.9803692295,22,True,False,2,15.0,1,0.6300864262625799,0.5580602066877578,1,2,False,True,4,0,3,2,1,0,0
197.91,2454084.0,17,False,False,1,0.0,1,0.0,0.0,1,2,True,False,2,1,1,0,1,3,26
197.47,2448628.0,23,True,False,2,19.0,1,0.0011128534574333495,0.0011128534574333553,1,2,False,True,2,4,2,0,0,7,23
14.06,140600.0,19,False,False,1,0.0,1,0.0,0.0,1,1,True,False,1,0,0,2,1,8,24
33.99,472461.0,8,False,False,1,0.0,1,0.0,0.0,1,1,True,False,3,2,4,2,1,0,0
37.74,256632.0,11,False,True,1,0.0,1,0.0,0.0,1,1,False,False,4,6,6,2,1,7,23
116.4,1443360.0,20,False,True,1,0.0,1,0.0,0.0,1,2,False,False,2,2,4,0,1,0,0
254.81,2548100.0,0,True,True,2,1.0,1,0.3728617224751487,0.27677591658190237,1,2,False,True,1,2,2,0,0,5,13
64.97,649700.0,19,False,False,1,0.0,1,0.0,0.0,1,4,True,False,1,1,0,2,1,5,13
38.1,381000.0,1,False,False,2,2.0,1,0.26069661395168325,0.2606966139516833,1,4,False,True,1,1,1,2,1,7,23
15.5,105400.0,19,False,False,3,16.0,1,0.6078266003204857,0.7216794296276736,1,4,True,False,4,6,6,2,2,0,0
40.21,558919.0,11,False,False,4,6.0,1,0.012973926187177241,0.31896810596223407,1,4,False,False,3,2,6,2,0,7,23
214.92,2149200.0,12,False,False,1,0.0,1,0.0,0.0,1,5,False,False,1,2,6,0,1,2,5
131.73,1464835.9188739245,10,False,False,2,4.0,1,0.2399826914755517,0.18936283326683495,1,5,False,False,3,0,1,0,2,8,24
135.95,1685779.9999999998,3,False,False,3,8.0,1,0.154890178201409,0.04575176243582539,1,5,False,True,2,2,6,0,0,7,23
229.9,2299000.0,3,True,False,4,2.0,1,0.2906666666666667,0.21018854755502003,1,5,False,True,1,1,2,0,2,9,17
1.57,19522.577149171393,15,False,False,5,10.0,1,0.9890066800173652,0.9871871162200508,1,5,False,False,2,0,5,0,0,1,12
22.67,226700.00000000003,7,False,False,1,0.0,1,0.0,0.0,1,2,True,False,1,2,6,2,1,8,24
46.12,641068.0,9,False,False,2,19.0,1,0.3408925715947086,0.4775101179116999,1,2,True,False,3,1,1,2,2,0,0
23.06,320534.0,9,False,True,1,0.0,1,0.0,0.0,1,1,True,False,3,2,4,2,0,3,29
766.95,7669500.0,16,True,False,1,0.0,1,0.0,0.0,1,1,False,False,1,4,3,1,0,4,18
16.28,162800.0,7,False,True,1,0.0,1,0.0,0.0,1,2,True,False,1,6,0,2,0,8,24
9.89,98900.0,22,True,True,2,9.0,1,0.24417271685135652,0.24417271685135652,1,2,False,True,1,6,3,2,1,5,13
453.84,5627616.0,17,True,False,1,0.0,1,0.0,0.0,1,3,True,False,2,2,2,1,2,8,24
643.21,6432100.0,2,False,False,2,3.0,1,0.17261747413518083,0.06670837024686153,1,3,False,True,1,1,6,1,2,6,20
505.0,5050000.0,9,False,False,3,1.0,1,0.054336631191286136,0.11453819572458133,1,3,True,False,1,4,4,1,0,1,12
195.87,2428781.0971353636,12,False,False,1,0.0,1,0.0,0.0,1,3,False,False,2,0,5,2,0,2,1
24.42,302808.0,12,False,False,2,1.0,1,0.778292251123519,0.7782916908567568,1,3,False,False,2,6,6,2,2,4,4
50.11,621364.0,9,False,False,3,13.0,1,0.44404585798816565,0.44404471342214424,1,3,True,False,2,2,6,2,2,9,17
12.38,123800.00000000001,14,False,False,1,0.0,1,0.0,0.0,1,4,False,False,1,1,6,2,2,8,24
51.86,643064.0,16,True,False,2,4.0,1,0.6145703611457037,0.6771265830707922,1,4,False,False,2,4,3,2,1,7,23
35.82,444168.0,4,False,False,3,10.0,1,0.07395562662402565,0.10030453365394149,1,4,False,True,2,1,4,2,1,2,5
54.5,545000.0,2,False,False,4,13.0,1,0.41045548654244307,0.2414352358043589,1,4,False,True,1,2,4,2,2,0,0
10.98,136152.0,0,False,False,1,0.0,1,0.0,0.0,1,1,False,True,2,6,4,2,1,5,13
51.97,519700.0,0,False,True,1,0.0,1,0.0,0.0,1,1,False,True,1,1,1,2,1,4,18
28.45,395455.0,8,False,False,1,0.0,1,0.0,0.0,1,1,True,False,3,0,1,2,1,2,2
11.02,74936.0,12,True,False,1,0.0,1,0.0,0.0,1,1,False,False,4,6,3,2,0,1,11
855.07,8550700.0,20,False,True,1,0.0,1,0.0,0.0,1,2,False,False,1,2,4,1,0,5,13
439.96,5455504.0,19,False,True,2,12.0,1,0.32054083689180946,0.2209874995394898,1,2,True,False,2,4,6,1,0,2,5
54.36,543600.0,5,False,False,1,0.0,1,0.0,0.0,1,1,False,True,1,1,1,2,2,8,24
52.52,357136.0,18,False,False,1,0.0,1,0.0,0.0,1,1,True,False,4,6,0,2,0,3,29
16.09,223651.0,21,False,False,1,0.0,1,0.0,0.0,1,3,False,False,3,2,6,2,0,7,23
45.75,567300.0,6,False,False,2,0.0,1,0.4796248382923673,0.43447571341334673,1,3,False,False,2,4,4,2,0,7,23
32.09,397916.00000000006,11,True,False,3,9.0,1,0.024912168636218496,0.004105589607584511,1,3,False,False,2,2,2,2,1,9,19
47.55,475500.0,23,False,True,1,0.0,1,0.0,0.0,1,1,False,True,1,1,1,2,1,2,1
25.66,318184.0,6,True,True,1,0.0,1,0.0,0.0,1,4,False,False,2,6,2,2,2,1,8
393.35,4374035.228484734,9,True,True,2,14.0,1,0.877520822892055,0.8643780332903364,1,4,True,False,3,0,2,2,1,2,2
39.69,269892.0,9,True,True,3,0.0,1,0.7404185742315239,0.8368283251386832,1,4,True,False,4,6,3,2,2,7,23
63.59,432412.0,22,False,True,4,5.0,1,0.5129908671427751,0.6793696260557506,1,4,False,True,4,2,0,2,1,5,13
75.47,1049017.0906461559,20,False,False,1,0.0,1,0.0,0.0,1,1,False,False,3,0,4,0,1,0,0
59.38,593800.0,3,False,False,1,0.0,1,0.0,0.0,1,1,False,True,1,2,4,2,0,3,29
56.41,383588.0,5,False,False,1,0.0,1,0.0,0.0,1,1,False,True,4,0,0,2,0,4,18
122.69,1705439.00301695,10,True,False,1,0.0,1,0.0,0.0,1,1,False,False,3,1,3,0,2,4,4
34.32,343200.0,2,False,False,1,0.0,1,0.0,0.0,1,1,False,True,1,1,6,2,1,8,24
51.67,640708.0,9,False,False,1,0.0,1,0.0,0.0,1,1,True,False,2,1,5,2,0,6,20
26.34,179112.0,16,True,True,1,0.0,1,0.0,0.0,1,1,False,False,4,0,2,2,1,9,28
31.92,319200.0,23,True,False,1,0.0,1,0.0,0.0,1,1,False,True,1,2,2,2,1,7,23
131.6,1316000.0,18,False,True,1,0.0,1,0.0,0.0,1,2,True,False,1,2,5,0,1,7,23
85.92,1065408.0,13,False,True,2,14.0,1,0.21000367782272886,0.10522850347357529,1,2,False,False,2,2,6,0,0,9,17
23.89,332071.0,17,False,False,1,0.0,1,0.0,0.0,1,2,True,False,3,6,5,2,1,8,24
45.82,458200.0,5,False,False,2,22.0,1,0.31458901161956665,0.1596022124056178,1,2,False,True,1,1,4,2,1,6,20
79.71,988403.9999999999,16,False,True,1,0.0,1,0.0,0.0,1,1,False,False,2,1,4,0,0,9,17
332.03,3320299.9999999995,3,True,True,1,0.0,1,0.0,0.0,1,1,False,True,1,1,3,1,0,7,23
61.5,762641.2601564543,17,False,False,1,0.0,1,0.0,0.0,1,3,True,False,2,1,1,2,1,9,27
43.63,606457.0,22,False,False,2,14.0,1,0.16998002473128498,0.11407819635867937,1,3,False,True,3,1,1,2,1,9,19
166.76,1667625.5338710423,10,False,False,3,0.0,1,0.8400088270991946,0.6474585576246936,1,3,False,False,1,0,5,2,2,8,24
28.8,288000.0,13,False,True,1,0.0,1,0.0,0.0,1,1,False,False,1,0,1,2,1,9,3
68.08,680800.0,22,False,True,1,0.0,1,0.0,0.0,1,1,False,True,1,1,6,2,2,8,24
34.67,429908.0,22,True,False,1,0.0,1,0.0,0.0,1,1,False,True,2,0,2,2,0,2,6
29.0,290000.0,11,True,False,1,0.0,1,0.0,0.0,1,2,False,False,1,2,3,2,2,3,21
43.9,544360.0,9,False,False,2,0.0,1,0.204389574759945,0.30485641689438614,1,2,True,False,2,2,1,2,1,3,22
40.14,272952.0,1,True,True,1,0.0,1,0.0,0.0,1,2,False,True,4,2,2,2,0,2,5
30.28,375472.0,12,True,True,2,7.0,1,0.14001704061346207,0.15810642419157836,1,2,False,False,2,2,2,2,0,5,13
25.74,319176.0,9,False,True,1,0.0,1,0.0,0.0,1,2,True,False,2,0,4,2,1,5,13
13.54,135400.0,22,True,True,2,10.0,1,0.31059063136456216,0.4042800323818239,1,2,False,True,1,0,3,2,0,9,19
74.8,748000.0,3,False,True,1,0.0,1,0.0,0.0,1,2,False,True,1,4,1,2,1,1,12
116.16,1103479.0294017685,22,False,True,2,2.0,1,0.21658986175115216,0.19199732957095783,1,2,False,True,0,0,6,2,1,1,8
75.63,756300.0,0,True,True,1,0.0,1,0.0,0.0,1,1,False,True,1,4,2,0,2,7,23
31.09,310900.0,2,False,False,1,0.0,1,0.0,0.0,1,1,False,True,1,6,4,2,1,8,24
13.7,190430.0,17,False,True,1,0.0,1,0.0,0.0,1,1,True,False,3,6,5,2,0,0,0
64.08,640800.0,3,False,True,1,0.0,1,0.0,0.0,1,2,False,True,1,2,4,2,0,5,13
31.95,396180.0,12,False,True,2,6.0,1,0.33458294283036555,0.23589654573858704,1,2,False,False,2,6,6,2,0,3,21
53.99,750461.0,9,False,False,1,0.0,1,0.0,0.0,1,3,True,False,3,1,0,2,1,4,25
26.81,268100.0,13,False,False,2,6.0,1,0.3363861386138614,0.4735710477821161,1,3,False,False,1,0,4,2,0,7,23
38.44,476656.0,15,False,False,3,7.0,1,0.03287487420328745,0.043638481905970875,1,3,False,False,2,2,4,2,0,8,24
33.36,413664.0,15,False,True,1,0.0,1,0.0,0.0,1,1,False,False,2,1,6,2,1,3,21
73.3,733000.0,19,False,True,1,0.0,1,0.0,0.0,1,1,True,False,1,4,4,2,1,6,20
837.03,8370300.0,5,False,True,1,0.0,1,0.0,0.0,1,1,False,True,1,2,0,1,1,7,23
14.72,147200.0,13,True,False,1,0.0,1,0.0,0.0,1,1,False,False,1,2,2,2,1,1,10
69.24,692400.0,20,False,True,1,0.0,1,0.0,0.0,1,2,False,False,1,4,6,0,0,6,20
299.32,2035376.0,10,True,True,2,10.0,1,0.6242674191447797,0.4923336813580001,1,2,False,False,4,1,3,0,1,8,24
64.69,646900.0,1,False,True,1,0.0,1,0.0,0.0,1,2,False,True,1,1,1,0,1,8,24
150.19,1501900.0,23,False,True,2,10.0,1,0.39789650037230084,0.39789650037230084,1,2,False,True,1,4,4,0,0,6,20
774.18,7354686.848560964,12,False,False,1,0.0,1,0.0,0.0,1,1,False,False,0,1,5,2,1,0,0
50.49,504925.17183490726,19,False,False,1,0.0,1,0.0,0.0,1,1,True,False,1,0,4,2,1,6,20
158.31,2200509.0,6,False,False,1,0.0,1,0.0,0.0,1,1,False,False,3,4,4,0,0,3,21
19.43,270077.0,2,True,False,1,0.0,1,0.0,0.0,1,3,False,True,3,0,2,2,1,0,0
48.84,488400.00000000006,5,False,False,2,10.0,1,0.430789512230848,0.2878439293478907,1,3,False,True,1,6,5,2,1,7,23
158.38,1076995.596944903,7,False,False,3,2.0,1,1.0963600264725348,0.7603023854524462,1,3,True,False,4,0,4,2,1,4,25
52.96,656704.0,17,False,True,1,0.0,1,0.0,0.0,1,2,True,False,2,2,5,2,2,9,19
54.72,372096.0,14,False,True,2,5.0,1,0.016344725111441222,0.2766407465007776,1,2,False,False,4,0,1,2,0,6,20
22.1,221000.0,11,False,True,1,0.0,1,0.0,0.0,1,1,False,False,1,2,6,2,2,9,27
15.45,154500.0,23,True,False,1,0.0,1,0.0,0.0,1,1,False,True,1,1,2,2,0,8,24
62.09,620900.0,20,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,1,4,2,0,1,10
33.11,410564.0,2,False,False,1,0.0,1,0.0,0.0,1,3,False,True,2,0,4,2,0,2,2
22.85,228500.0,7,False,False,2,8.0,1,0.18334524660471763,0.28489165404403943,1,3,True,False,1,0,0,2,1,7,23
36.88,250784.00000000003,18,False,False,3,17.0,1,0.1917277035760448,0.15451627693718467,1,3,True,False,4,0,1,2,2,6,20
74.01,917724.0000000001,5,False,False,1,0.0,1,0.0,0.0,1,2,False,True,2,2,1,0,2,6,20
221.21,2212100.0,16,False,False,2,7.0,1,0.4986112052028994,0.4135619127465314,1,2,False,False,1,2,1,0,1,7,23
12.62,126199.99999999999,8,False,True,1,0.0,1,0.0,0.0,1,1,True,False,1,1,0,2,1,9,3
148.03,1835569.3665011288,20,False,False,1,0.0,1,0.0,0.0,1,1,False,False,2,0,6,0,2,0,0
57.19,571900.0,16,False,True,1,0.0,1,0.0,0.0,1,4,False,False,1,2,4,2,2,8,24
13.69,169756.0,8,True,True,2,2.0,1,0.6137133182844244,0.5422244274973842,1,4,True,False,2,1,3,2,0,8,24
19.0,264100.0,23,True,True,3,13.0,1,0.36582109479305736,0.21223437891496547,1,4,False,True,3,2,2,2,0,1,10
992.3,9426866.440811137,18,False,True,4,9.0,1,2.66778169990205,2.614380370532492,1,4,True,False,0,0,5,2,1,8,24
155.72,1479328.8705367027,23,False,False,1,0.0,1,0.0,0.0,1,1,False,True,0,1,1,2,1,9,19
66.53,924825.4455526206,13,False,False,1,0.0,1,0.0,0.0,1,1,False,False,3,4,6,2,0,8,24
178.84,1788400.0,4,False,False,1,0.0,1,0.0,0.0,1,1,False,True,1,1,5,0,0,0,0
41.86,418600.0,3,False,False,1,0.0,1,0.0,0.0,1,1,False,True,1,6,0,2,2,6,20
144.02,1785896.2317884315,4,False,True,1,0.0,1,0.0,0.0,1,2,False,True,2,1,4,2,1,3,29
7.93,110227.0,5,False,True,2,22.0,1,0.8956235603817047,0.8837343500126482,1,2,False,True,3,6,0,2,1,9,27
7.35,49980.0,12,False,True,1,0.0,1,0.0,0.0,1,1,False,False,4,5,4,2,2,8,24
28.99,359476.0,10,True,False,1,0.0,1,0.0,0.0,1,2,False,False,2,6,2,2,2,4,4
67.09,670900.0,22,False,False,2,5.0,1,0.39654454621149055,0.3022430646676553,1,2,False,True,1,4,4,2,1,5,13
8.12,100687.99999999999,8,False,False,1,0.0,1,0.0,0.0,1,2,True,False,2,0,6,2,1,1,10
9.73,92435.0,14,True,False,2,11.0,1,0.0901960784313725,0.04273442313965711,1,2,False,False,0,0,3,2,2,3,26
36.78,511242.0,22,False,False,1,0.0,1,0.0,0.0,1,2,False,True,3,1,0,2,1,4,18
40.45,562255.0,0,False,False,2,5.0,1,0.047520393629418636,0.04752039362941862,1,2,False,True,3,2,4,2,2,5,13
16.3,163000.0,19,True,True,1,0.0,1,0.0,0.0,1,2,True,False,1,0,2,2,0,1,8
43.52,435200.00000000006,21,True,True,2,1.0,1,0.45503176195252415,0.4550317619525244,1,2,False,False,1,2,3,2,1,1,8
570.46,5704600.0,21,False,True,1,0.0,1,0.0,0.0,1,1,False,False,1,1,6,1,0,2,2
45.68,566432.0,8,False,True,1,0.0,1,0.0,0.0,1,1,True,False,2,1,1,2,0,5,13
51.53,515300.0,15,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,2,6,2,1,2,7
35.23,436851.99999999994,0,False,True,1,0.0,1,0.0,0.0,1,4,False,True,2,0,0,2,0,4,16
49.62,496200.0,7,False,True,2,12.0,1,0.16959340011785506,0.06360631561799342,1,4,True,False,1,6,6,2,2,8,24
89.94,1250204.0348479282,12,False,True,3,0.0,2,0.5436809886149094,0.7178984254153353,1,4,False,False,3,0,6,2,1,6,20
15.68,156800.0,4,False,True,4,7.0,1,0.6707092980521867,0.7319722302971435,1,4,False,True,1,6,4,2,0,7,23
13.68,136800.0,14,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,2,4,2,2,1,9
35.25,352500.0,6,True,False,1,0.0,1,0.0,0.0,1,1,False,False,1,0,3,2,2,3,26
42.47,590333.0,2,False,False,1,0.0,1,0.0,0.0,1,1,False,True,3,2,0,2,1,2,7
24.39,243900.0,5,False,False,1,0.0,1,0.0,0.0,1,2,False,True,1,2,0,2,1,4,18
15.86,196664.0,8,False,False,2,6.0,1,0.21192546583850935,0.10721711261019966,1,2,True,False,2,2,4,2,1,6,20
73.29,732900.0000000001,1,False,False,1,0.0,1,0.0,0.0,1,2,False,True,1,1,0,2,0,5,13
54.75,678900.0,13,False,False,2,18.0,1,0.1447985004686037,0.03824904377390565,1,2,False,False,2,2,5,2,2,8,24
38.31,383100.0,12,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,2,5,2,1,8,24
191.42,2373608.0,9,False,False,1,0.0,1,0.0,0.0,1,2,True,False,2,1,4,0,1,4,18
172.35,1172004.8259490551,17,False,False,2,18.0,1,0.05242323446133544,0.3388985862350358,1,2,True,False,4,0,1,0,2,9,17
18.76,187600.00000000003,1,True,False,1,0.0,1,0.0,0.0,1,1,False,True,1,6,2,2,1,3,29
19.57,272023.0,12,False,True,1,0.0,1,0.0,0.0,1,1,False,False,3,1,6,2,0,9,19
58.94,589400.0,22,True,True,1,0.0,1,0.0,0.0,1,1,False,True,1,1,3,2,2,8,24
50.94,509400.0,4,False,False,1,0.0,1,0.0,0.0,1,2,False,True,1,1,5,2,0,3,22
22.2,222000.0,9,False,False,2,1.0,1,0.39294503691550453,0.39294503691550453,1,2,True,False,1,2,6,2,1,7,23
872.92,8729200.0,1,True,False,1,0.0,1,0.0,0.0,1,1,False,True,1,4,2,1,2,3,29
614.1,6141000.0,16,False,True,1,0.0,1,0.0,0.0,1,1,False,False,1,1,6,1,2,4,4
132.97,1329700.0,7,False,False,1,0.0,1,0.0,0.0,1,1,True,False,1,2,4,0,0,7,23
8.05,80500.0,7,False,True,1,0.0,1,0.0,0.0,1,2,True,False,1,0,5,2,0,6,20
26.77,331948.0,14,True,True,2,19.0,1,0.5376220562894888,0.6096477616572271,1,2,False,False,2,2,3,2,1,4,18
44.31,615909.0,20,True,True,1,0.0,1,0.0,0.0,1,1,False,False,3,2,3,2,1,0,0
26.18,178024.0,22,False,False,1,0.0,1,0.0,0.0,1,2,False,True,4,0,5,2,1,2,5
6.34,78616.0,16,False,False,2,7.0,1,0.6100861008610086,0.38734413965087283,1,2,False,False,2,3,6,2,0,3,21
43.91,544484.0,20,False,False,1,0.0,1,0.0,0.0,1,3,False,False,2,4,1,0,0,5,13
256.63,2566300.0,20,False,False,2,1.0,1,0.7077926399148202,0.6499377648849937,1,3,False,False,1,1,5,0,1,4,18
122.39,1223900.0,4,True,False,3,3.0,1,0.13184214881895345,0.15294863477937495,1,3,False,True,1,2,2,0,0,1,11
155.27,1552700.0,5,False,False,1,0.0,1,0.0,0.0,1,1,False,True,1,1,4,0,0,0,0
49.42,612808.0,6,True,True,1,0.0,1,0.0,0.0,1,1,False,False,2,1,2,2,1,2,2
21.77,217700.0,18,False,True,1,0.0,1,0.0,0.0,1,2,True,False,1,6,0,2,1,6,20
6.81,68100.0,7,False,True,2,11.0,1,0.523442967109867,0.523442967109867,1,2,True,False,1,5,6,2,1,6,20
396.51,3965100.0,2,False,False,1,0.0,1,0.0,0.0,1,2,False,True,1,2,0,1,1,8,24
558.51,5585100.0,5,False,False,2,6.0,1,0.16962995539360431,0.16962995539360431,1,2,False,True,1,2,4,1,1,5,13
203.29,2032900.0,5,False,False,1,0.0,1,0.0,0.0,1,1,False,True,1,2,1,0,0,7,23
75.3,512040.0,1,False,False,1,0.0,1,0.0,0.0,1,1,False,True,4,4,6,2,1,7,23
282.12,2821200.0,13,False,False,1,0.0,1,0.0,0.0,1,1,False,False,1,4,6,0,1,7,23
73.54,698610.7447611602,19,False,True,1,0.0,1,0.0,0.0,1,2,True,False,0,0,4,2,1,9,27
47.22,321096.0,4,False,True,2,18.0,1,0.21795296455780064,0.3702189347090994,1,2,False,True,4,2,5,2,1,8,24
20.98,260152.0,22,False,False,1,0.0,1,0.0,0.0,1,1,False,True,2,1,5,2,0,3,21
45.04,626056.0,11,False,True,1,0.0,1,0.0,0.0,1,1,False,False,3,2,1,2,1,8,24
5.41,67084.0,9,False,False,1,0.0,1,0.0,0.0,1,1,True,False,2,5,0,2,1,0,0
